idx,id,stratum,source_entity,target_entity,qual_score,independent_sources,evidence_excerpt,core120b_decision,core120b_conf,core120b_rationale,slm8b_decision,slm8b_conf,slm8b_rationale,nemotron_decision,nemotron_conf,nemotron_rationale,gptoss_decision,gptoss_conf,gptoss_rationale
142,157032d9-624a-4f38-bd6e-7dacccaad6f6,S4_top,Donbass,European Union,0.5671,2,"EU shirks own values by ignoring Kiev’s crimes in Donbass — Russian envoy — Russian Ambassador to Italy Alexey Paramonov emphasized that no European leader had stood up to defend the civilians and children of Donbass since 2014 co_mentioned: Alexey Paramonov, Europe, Italy, Kiev, Russia",REJECT,,"Only criticism, no directed relationship.",REJECT,,The EU is concerned about the situation in Donbass,HostileTo,0.75,EU accused of ignoring Kiev's crimes in Donbass by Russian envoy,REJECT,,"Only rhetorical mention, no direct relationship."
143,15b5bd40-2596-4883-8bb8-9d6953f20bc1,S4_top,Germany,Porsche,0.5626,2,"BMW to Volkswagen: How deep is Germany's auto industry cull? — BMW joins VW, Porsche and Mercedes-Benz in cutting thousands of jobs, as Chinese rivals erode their market share. DW recaps the major reforms German automakers are pursuing to safeguard their future. co_mentioned: BMW, China, Mercedes - ",REJECT,,"Porsche noted as German, no directed action.",OperatesIn,0.85,Porsche is a German automobile manufacturer,LocatedIn,0.9,Porsche is a German automaker included in Germany's auto industry cull,PartOf,0.75,Porsche is a German automobile manufacturer.
144,1647a6a3-2c9c-4650-b8ea-b431fd3bba70,S4_top,Donald Trump,Zohran Mamdani,0.5689,2,"Did Zohran Mamdani take a swipe at Donald Trump? America 250 remarks on ‘division’ and ‘cheap tricks’ explained — New York City Mayor Zohran Mamdani's remarks at an America 250 ceremony appeared to indirectly criticize President Trump. co_mentioned: America 250, New York City, Trump",HostileTo,0.6,Mamdani publicly criticized Trump at America 250 ceremony.,HostileTo,0.85,Zohran Mamdani's remarks appeared to indirectly criticize President Trump.,REJECT,,Mentions are co-occurrence only; no direct relationship stated.,HostileTo,0.6,"Mamdani publicly criticized Trump, indicating hostility."
145,184bdd87-4a78-435d-8bc3-c8ab40115b95,S4_top,Australia,Lyon,0.5626,2,"Bangladesh face Australia Test might as Cummins, Hazlewood and Lyon return — Australia return to full strength for two-Test series against Bangladesh, as injured trio return to strengthen squad. co_mentioned: Bangladesh, Cummins, Hazlewood",REJECT,,Only co-mentioned in cricket article.,REJECT,,"Australia and Lyon are co-mentioned in the context of a sports fixture, but there is no real relationship.",REJECT,,Lyon is a cricketer; co-mention in sports context does not imply a relationship.,REJECT,,"Lyon merely mentioned in Australian cricket context, no direct link."
146,18775a77-9139-4f4c-98ee-c1c367c26dbb,S4_top,Christian,IRNA,0.5587,2,"Lebanese Christian writer says his love for Iran is rooted in faith and resistance to oppression — Tehran, IRNA – Lebanese writer and thinker Roni Alpha says his love for Iran stems not from sectarian or political considerations but from Christian values that, he argues, place justice, human dignity",REJECT,,Christian writer’s statement not a relationship with IRNA.,AffiliatedWith,0.85,"Roni Alpha's love for Iran stems from Christian values, and he is affiliated with IRNA through Lebanon.",AffiliatedWith,0.6,"Christian writer expresses affinity for Iran via IRNA, indicating affiliation.",REJECT,,"Christian writer and IRNA co‑mentioned, no substantive relationship."
147,190486b4-3fa7-4daa-8347-95f053896008,S4_top,Georgia,Masoud Pezeshkian,0.5848,2,"⚡️ **Pezeshkian: Excellent opportunity exists to develop relations between Iran and Georgia** 📌 Tehran, IRNA – President Masoud Pezeshkian expressed appreciation for the sympathy and solidarity shown by the government and people of Georgia, emphasized the Islamic Republic of Iran's approach of suppo",InvolvedIn,0.6,Pezeshkian urged expanded bilateral relations with Georgia.,AlliedWith,0.85,President Masoud Pezeshkian expressed appreciation for Georgia's sympathy and solidarity.,AlliedWith,0.85,Iranian president seeks expanded bilateral relations with Georgia.,REJECT,,"Statement about bilateral ties, not a direct A→B relationship."
148,190a355b-660a-42f9-9590-5c1408e4bcdf,S4_top,Nepal,Oman,0.7262,3,"Renowned mountaineer Nirmal Purja, others perish in Broad Peak avalanche, climbing company confirms — <p>Renowned mountaineer Nirmal Purja died along with other team members in a powerful avalanche on Broad Peak, his climbing company confirmed on Saturday.</p> <p>The avalanche struck on Thursday, cu",REJECT,,Avalanche story unrelated to Oman.,REJECT,,"Nepal and Oman are co-mentioned in the context of a mountaineering incident, but there is no real relationship.",REJECT,,Co-mention in climbing accident; no relationship between Nepal and Oman indicated.,REJECT,,Avalanche story unrelated to Oman.
149,195bd121-86da-49d2-a326-083617198462,S4_top,Americas,Europe,0.7536,3,"Criminal tourism: Inside the Chilean burglary network targeting sports stars — <p><img alt=""Images from the alleged Chilean burglary network and some of its 'members' or crew."" src=""https://fotos.perfil.com/2026/07/17/trim/540/304/images-from-the-alleged-chilean-burglary-network-and-some-of-its-memb",REJECT,,Continents co-mentioned in burglary network article.,REJECT,,"Americas and Europe are co-mentioned in the context of a burglary network, but there is no real relationship.",REJECT,,Regions co-mentioned in crime story; no direct relationship asserted.,REJECT,,Crime network article does not link Americas and Europe.
150,1ae53837-372d-40b9-a3bf-f9da024d5d9b,S4_top,Coca - Cola,Italy,0.5576,2,"Italy: recipe for ancient elixir, possible Coca-Cola precursor, found in convent — In the archive of Florence's historic San Marco Pharmacy, a recipe for an ""Elixir vinoso ricostituente"" has been found, using the same ingredients as ""French Wine Cola"", the medicinal precursor of today's Coca-Cola. c",REJECT,,Historical recipe mention not a corporate relationship.,LocatedIn,0.85,"A recipe for an 'Elixir vinoso ricostituente' was found in a convent in Florence, Italy, which is a possible precursor to Coca-Cola.",OperatesIn,0.6,Historical precursor to Coca-Cola found in Italian archive indicates operational link.,REJECT,,"Historical recipe mention, no operational link to Coca‑Cola."
151,25d5de91-c41b-4289-9788-8fa38631d3a6,S4_top,Donald Trump,Volodymyr Zelenskyy,0.878,5,How Trump's shifting feelings and friendships affect world's wars — Volodymyr Zelenskyy must have felt a little triggered when he walked into the Oval Office this week. But Trump's public anger is now often directed at another at-war ally. co_mentioned: Trump,HostileTo,0.6,Article notes Trump's public anger toward Zelenskyy.,HostileTo,0.85,Volodymyr Zelenskyy must have felt triggered when he walked into the Oval Office with President Trump.,HostileTo,0.6,Trump's public anger directed at Zelenskyy indicates hostile stance.,HostileTo,0.6,Trump’s remarks show hostility toward Zelenskyy.
152,2a7856ae-14cc-4d79-9e51-4806de1f2811,S4_top,Ishaq Dar,Islamabad,0.5515,2,"🌍 **Pakistan’s foreign minister invites Iranian counterpart to visit Islamabad** 📌 Islamabad, IRNA – Pakistan’s Deputy Prime Minister and Foreign Minister has invited his Iranian counterpart Abbas Araghchi to travel to Islamabad during a telephone conversation to discuss the latest regional developm",OperatesIn,0.6,"Dar, as foreign minister, conducts diplomacy in Islamabad.",LocatedIn,0.85,Pakistan's Deputy Prime Minister and Foreign Minister Ishaq Dar invited his Iranian counterpart to visit Islamabad.,AffiliatedWith,0.85,Pakistan's foreign minister invites Iranian counterpart to Islamabad; Dar acts for Pakistan.,LocatedIn,0.65,Dar operates from Islamabad as Pakistan’s foreign minister.
153,3030eaf8-4aa6-48f7-9c52-255094de6082,S4_top,PLA,United States,0.5871,2,"Why We Know More About China’s Next-Generation Fighters Than America’s — As internet sleuthing replaces traditional intelligence collection, one big mystery about the PLA remains. co_mentioned: China",REJECT,,"Article mentions PLA, no link to United States.",REJECT,,"PLA and United States are co-mentioned in the context of a mystery about China's next-generation fighters, but there is no real relationship.",HostileTo,0.6,Article discusses PLA as subject of intelligence collection against the US.,REJECT,,"PLA and US only co‑mentioned, no direct relationship."
154,31b76322-cd81-41e7-ac92-dcbea3476eed,S4_top,Rome,Spain,0.7267,3,"EU calls for 'united action' on border protection after Ceuta mass crossing — The European Commission President, Ursula Von der Leyen, has reiterated the EU's support to help tackle illegal migration following last week's chaos in the Spanish enclave of Ceuta in North Africa. The crisis has fanned a",REJECT,,Rome and Spain only co-mentioned in EU migration context.,REJECT,,"The European Commission President reiterated the EU's support to help tackle illegal migration following last week's chaos in the Spanish enclave of Ceuta in North Africa, near Rome.",ConductedVia,0.6,EU border protection discussions involve Rome and Spain via institutional channels.,REJECT,,Rome and Spain only appear in EU migration discussion.
155,3224bb81-099c-4144-964d-30eeac0b8040,S4_top,France,Rafale,0.5518,2,"Replay: Macron speaks as Ukraine’s ‘Coalition of the Willing’ meeting ends in Paris — Ukraine has ​ordered 16 Rafale fighter jets, an initial batch of new-generation SAMP/T surface-to-air defence batteries, and licences for the production of ‌several capabilities, including the Scalp cruise missile,",AffiliatedWith,0.6,France produces and exports Rafale fighter jets.,OperatesIn,0.85,Ukraine has ordered 16 Rafale fighter jets from France.,SuppliesWeaponsTo,0.85,France supplied Rafale jets to Ukraine as stated by Macron.,REJECT,,"France produces Rafale, but not a defined relationship type."
156,38ac6c62-572d-47b3-bb57-ba3698d6aaaf,S4_top,Qatar,the Islamic Republic of Iran,0.5929,2,"Pezeshkian: Former Qatari Emir played key role in Iran–Qatar ties — Tehran, IRNA – President Masoud Pezeshkian says that former Qatari Emir Sheikh Hamad bin Khalifa Al Thani played an effective role during his leadership in expanding brotherly relations and friendly cooperation between the Islamic R",AlliedWith,0.6,Former Emir expanded friendly cooperation between Qatar and Iran,AlliedWith,0.85,Former Qatari Emir played key role in Iran–Qatar ties,AlliedWith,0.85,Former Qatari Emir expanded brotherly relations and friendly cooperation with Iran.,AlliedWith,0.7,Former Emir fostered friendly cooperation between Qatar and Iran.
157,40b17f3c-575a-45b0-ac11-b18f0890cce2,S4_top,Italy,Maldini,0.8669,4,"Mancini is new Italy coach, Ranieri takes Maldini's place in federation — Second stint in charge of national team for former Sampdoria and Lazio forward co_mentioned: Lazio, Mancini, Ranieri, Sampdoria",MemberOf,0.6,Maldini part of Italy national football team,REJECT,,"Mancini is new Italy coach, no relationship to Maldini",REJECT,,Maldini referenced only as a former player; no relationship with Italy established.,REJECT,,"Only co-mentioned in coaching article, no direct relationship."
158,45f0c233-6cff-451e-909f-bff86f481807,S4_top,Taiwan,United Kingdom,0.6791,2,Taiwan and UK drone industry groups sign MOU,AlliedWith,0.6,Drone groups from Taiwan and UK signed cooperation MOU,AlliedWith,0.85,Taiwan and UK drone industry groups sign MOU,CoOccursWith,0.85,Taiwan and UK drone industry groups signed an MOU.,AffiliatedWith,0.7,Drone groups from Taiwan and UK signed cooperative MOU.
159,4735d30b-bf95-4f81-90b0-9a6fecb0fd70,S4_top,Basra,PMF,0.6671,3,"US launches fresh strikes against Iran as war engulfs more countries — The United States launched new strikes against Iran and Iran-backed groups on Wednesday, as Washington and Tehran continued a cycle of military escalation that has heightened fears of a broader regional conflict. co_mentioned: Ba",REJECT,,No direct link between Basra and PMF,LocatedIn,0.85,PMF located in Iran and Basra,LocatedIn,0.6,Basra is a city in Iraq where PMF operates; Iraq mediates PMF presence.,REJECT,,Basra and PMF merely co-mentioned in strike report.
160,519680db-55e2-4f3a-afc6-69a87f27cdaf,S4_top,Bastille Day,Europe,0.5669,2,"Macron reviews troops for the last time at France's annual military parade — French president Emmanuel Macron presided over his last Bastille day military parade as president. This edition showcased over 6,000 troops, including 500 from the coalition of the willing. France's rearmament and Europe's ",REJECT,,Bastille Day event not a directed relation to Europe,REJECT,,"Bastille Day is a French holiday, no relationship to Europe",REJECT,,"Bastille Day is a French event; Europe mentioned only as context, no direct link.",REJECT,,Bastille Day event and Europe are unrelated entities.
161,552f1d66-d679-4f26-bb0c-24bfc905c012,S4_top,Europe,National Rally,0.6009,2,"[**Searches at France's National Rally, and in other EU countries, over alleged far-right embezzlement**](https://f24.my/C1dW.g) Searches are currently taking place “in France and other European countries” following suspicions of the misappropriation of European funds by the Identity and Democracy (",REJECT,,Only co-mention of Europe and National Rally,REJECT,,"National Rally is a French party, no relationship to Europe",AffiliatedWith,0.85,National Rally is a member of the ID group in the European Parliament.,REJECT,,Europe and National Rally only co-occur in fund misuse report.
162,5867d868-6441-4305-8775-8f1fd4434485,S4_top,Axios,Doha,0.8201,4,"إيران ولبنان مباشر .. اتفاق على وقف الضربات بين واشنطن وطهران ولقاء مرتقب في الدوحة — أكد مسؤولون أمريكيون لموقع &quot;أكسيوس&quot; أن واشنطن وطهران اتفقتا على وقف الضربات والاجتماع الثلاثاء المقبل في الدوحة لتسوية الخلاف بشأن مضيق هرمز. co_mentioned: Iran, Lebanon, Tehran, United States, Washington",REJECT,,Axios and Doha merely co-mentioned in report,LocatedIn,0.85,Axios reports on Doha,OperatesIn,0.6,Axios reported on U.S.-Iran talks set to occur in Doha.,REJECT,,"Axios report mentions Doha, no direct interaction."
163,63cf63fb-8600-4e90-a3d0-58f288abe069,S4_top,AFP,Hezbollah,0.6018,2,"Israel, Lebanon to hold talks next week — The US State Department said on Monday that Israel and Lebanon will hold the next round of talks in Rome, Italy, from August 4 to 6. co_mentioned: August 4 to 6, Israel, Lebanon, State Department, The US State Department, United States",REJECT,,No evidence linking AFP and Hezbollah,REJECT,,"Hezbollah is a Lebanese party, no relationship to AFP",REJECT,,AFP not mentioned; evidence concerns US State Department and Israel-Lebanon talks.,REJECT,,AFP not linked to Hezbollah in provided evidence.
164,6b136605-0539-4e1f-8e98-852c8de394ab,S4_top,Association of Southeast Asian Nations,India,0.593,2,"Indian, Russian foreign ministers discuss bilateral ties, Ukraine conflict, Middle East — Sergey Lavrov and Subrahmanyam Jaishankar held their talks on the sidelines of the Association of Southeast Asian Nations events in Manila co_mentioned: Manila, Middle East, Russia, Sergey Lavrov, Subrahmanyam ",REJECT,,ASEAN and India only co-occur in meeting context,MemberOf,0.85,India is a member of the Association of Southeast Asian Nations,PartyTo,0.85,Indian and Russian foreign ministers held talks on the sidelines of ASEAN events.,REJECT,,"ASEAN event and India co-mentioned, no directed relationship."
165,744bfae6-5a46-40dc-b46b-6af500d4cbaf,S4_top,ICE,Moscow,0.5951,2,"**The price of Brent crude futures contract with September delivery on the ICE exchange in London fell below $82 a barrel for the first time since July 13,** according to trading data. As of 1:00 Moscow time (10:00 p.m. GMT, August 2), Brent was down 6.74% at $82 a barrel. By 1:10 Moscow time (10:10",REJECT,,ICE exchange and Moscow unrelated,REJECT,,"ICE is a London exchange, no relationship to Moscow",OperatesIn,0.6,ICE exchange located in London; Brent crude priced in Moscow time.,REJECT,,ICE exchange price data and Moscow unrelated.
166,7e958dc7-c267-4d4b-b5cd-22acee7fce1d,S4_top,India,Myanmar,0.6686,2,"__The global supply of heavy rare earths hinges in part on control of the lucrative rare earth mines in Kachin State, which were seized by the Kachin Independence Army in 2024, but contested by the Myanmar military, which is backed by China and India. (Credit: Reuters)__ co_mentioned: China, Kachin ",AlliedWith,0.6,India backs Myanmar military in rare earth dispute,InvolvedIn,0.85,India is involved in the rare earth mines in Myanmar,SuppliesWeaponsTo,0.6,Myanmar military backed by China and India; India supports proxy forces in Kachin State.,AlliedWith,0.7,India backs Myanmar military in rare‑earth dispute.
167,82744eb1-2218-4615-983e-1ceb393ef607,S4_top,Ankara,Italy,0.6909,2,"**NATO member states have so far failed to agree on the timing of further assistance to Ukraine due to Italy's position, **Frankfurter Allgemeine Zeitung quoted diplomatic sources as saying. According to the paper, the permanent representatives to NATO supported on Tuesday a draft final statement of",REJECT,,Ankara and Italy only co-mentioned in NATO context,HostileTo,0.85,Italy's position is blocking further assistance to Ukraine in Ankara,ConductedVia,0.6,Italy's position blocked NATO agreement on Ukraine aid; summit held in Ankara.,REJECT,,Ankara and Italy only co‑mentioned in NATO discussion.
168,82f2233f-dc63-4a71-8b10-dd6815a423c4,S4_top,Citizen Lab,Europe,0.5518,2,"Europe: Brazen hacking of former MEP investigating Pegasus abuses exposes painful inaction over spyware — <p>Responding to new findings by Citizen Lab that the device of former member of the European Parliament, Stelios Kouloglou, was infected with Pegasus spyware between October 2022 and March 2023",REJECT,,Only co-mentioned; no directed relationship evident,Targets,0.85,Europe's inaction exposed by Citizen Lab's Pegasus spyware findings,NO_VERDICT,,,InvolvedIn,0.6,Citizen Lab investigated Pegasus infections affecting Europe.
169,8a0a7a34-8b0f-4158-a10c-e221d7f82f26,S4_top,Colombia,Donald Trump,0.6138,2,"🌍 **Trump blunders into unwinnable ‘forever war’ with Iran: British media** 📌 Tehran, IRNA – The United States Donald Trump has blundered into a “forever war” with Iran he can’t win, but refuses to end, the British daily newspaper has reported. Simon Tisdall, a commentator on foreign affairs for The",REJECT,,No direct link between Colombia and Donald Trump,REJECT,,No direct relationship between Colombia and Donald Trump,NO_VERDICT,,,REJECT,,No direct relationship evident in source.
170,94296f54-5c17-4551-ba39-5d13af0ff051,S4_top,Mark Carney,Saudi Arabia,0.6134,2,"Canada's Carney calls Türkiye, Saudi Arabia 'most influential' to potential Middle East solutions — 'Lecturing countries from afar is an ineffective strategy,' says Canadian Prime Minister Mark Carney co_mentioned: Canada, Carney, Middle East, Türkiye",REJECT,,Commentary only; no actionable relationship,AffiliatedWith,0.85,Mark Carney's comments on Saudi Arabia's influence in the Middle East,AffiliatedWith,0.6,Mark Carney called Saudi Arabia 'most influential' for Middle East solutions,REJECT,,No direct relationship evident in source.
171,975f4adc-5142-4256-bcf0-808fcc362793,S4_top,Brussels,Giorgia Meloni,0.5602,2,"Across the EU, immigration being used as a 'political tool' across the political spectrum — Delano D'Souza is pleased to welcome Dr. Manlio Graziano, Founder and Director of Nicholas Spykman International Center for Geopolitical Analysis. Italy's temporary suspension of the Schengen Agreement with S",REJECT,,Brussels and Meloni merely co‑mentioned,REJECT,,No direct relationship between Brussels and Giorgia Meloni,REJECT,,No direct relationship; Brussels and Meloni co-mentioned in migration context,REJECT,,No direct relationship evident in source.
172,a350f668-57a2-42de-86cb-7678b06de980,S4_top,Argentina,Atlantic,0.6048,2,"Argentina joins FAO treaty against illegal fishing, tightening control in the South Atlantic — <p> <img alt=""The area is cut across by the sovereignty dispute between Argentina and the United Kingdom over the Falklands"" height=""80"" src=""https://en.mercopress.com/data/cache/noticias/110866/100x80/fis",OperatesIn,0.6,Argentina enforces fishing treaty in South Atlantic,REJECT,,No direct relationship between Argentina and the Atlantic,LocatedIn,0.85,Argentina joined FAO treaty against illegal fishing in the South Atlantic,OperatesIn,0.6,Argentina enforces fishing controls in the South Atlantic.
173,acbf3b76-04c1-4444-9111-8eea2d69ad64,S4_top,Indian Ocean,SpaceX,0.6476,3,"SpaceX Starship floats belly up 6 days after historic soft splashdown — SpaceX Starship floats belly up 6 days after historic soft splashdown co_mentioned: China, Dan Huot, Elon Musk, Flight 13, NASA, SpaceX - Starship",REJECT,,Only co‑mentioned; no relationship,REJECT,,No direct relationship between the Indian Ocean and SpaceX,REJECT,,No relationship; Indian Ocean and SpaceX co-mentioned in Starship splashdown context,REJECT,,No direct relationship evident in source.
174,ad74b9c2-4aec-45a8-9020-1d3ca7fc8244,S4_top,Cameroon,Ghana,0.6972,3,Ghana/Cameroon: Bj&#xf6;rkegren Expects 'Better Ghana' Against Cameroon At 2026 Wafcon — [RFI] Ghana head coach Kim Bj&#xf6;rkegren predicted a better performance from his side in their group stage game against Cameroon on Sunday night at the 2026 women's Africa Cup of Nations (WAFCON). co_mentioned,REJECT,,Sports fixture; not a substantive relationship,Targets,0.85,Ghana's head coach predicts a better performance against Cameroon,REJECT,,No relationship; co-mentioned in sports match prediction context,REJECT,,No direct relationship evident in source.
175,b7bfdef6-3b51-45e6-b810-dbcce3afcd3f,S4_top,Bloomberg,Germany,0.6406,2,"BMW Targets 8,000 More Job Cuts in Fresh Cost-Cutting Drive — BMW shares in Germany are down 36% so far this year, as the automaker's latest forecast downgrade was described by JPMorgan analyst Jose Asumendi as a ""wake-up call for the auto industry."" The outlook for BMW continues to deteriorate, wit",REJECT,,Bloomberg merely reports on Germany,OperatesIn,0.85,Bloomberg reports on BMW's job cuts in Germany,OperatesIn,0.85,Bloomberg reported BMW's workforce restructuring in Germany,REJECT,,No direct relationship evident in source.
176,b9b23c8d-381f-4be6-bd6a-6a21020bb560,S4_top,NATO,North Atlantic,0.6476,3,"N. Korea decries NATO fuel network overhaul as 'unprecedented' war preparations — SEOUL, Aug. 1 (Yonhap) -- North Korea on Saturday condemned the North Atlantic T... co_mentioned: N. Korea, North Korea, SEOUL, Yonhap",REJECT,,Name similarity; no directed interaction,REJECT,,No direct relationship between NATO and the North Atlantic,PartOf,0.85,NATO stands for North Atlantic Treaty Organization,REJECT,,No direct relationship evident in source.
177,b9e3d369-6e24-4e7f-9d5e-61acf361ac44,S4_top,Ariana Grande,United States,0.5669,2,"Ariana Grande to step back from public appearances after tour — US singer withdraws from 2027 London production of Stephen Sondheim musical amid ‘endless, ongoing public scrutiny’ co_mentioned: London, Stephen Sondheim, tour",REJECT,,Ariana Grande and US not linked in evidence,REJECT,,No direct relationship between Ariana Grande and the United States,LocatedIn,0.85,Ariana Grande is a US singer,REJECT,,No direct relationship evident in source.
178,bc3b0e2e-c416-4925-a32b-82ed39c6386e,S4_top,Algeria,Muslims,0.5659,2,"[**From colonial symbol to sanctuary: Paris's Grand Mosque turns 100**](https://f24.my/C3ri.g) The Grand Mosque of Paris, built in 1926 in the Latin Quarter as a tribute to Muslim soldiers who died for France during World War I, marks its 100th anniversary this year. French historian Benjamin Stora ",REJECT,,Algeria and Muslims only contextually mentioned,AffiliatedWith,0.85,Algeria's historical connection to the Grand Mosque of Paris,AffiliatedWith,0.6,"Grand Mosque of Paris built as tribute to Muslim soldiers who died for France, linking Algeria and Muslims",REJECT,,No direct relationship evident in source.
179,c4798df4-8a9a-4ef3-97c7-8c3f6616cdd9,S4_top,Donald Trump,Philippines,0.6001,2,"‘Very scary’: Greenland's Southeast Asian migrants caught in Trump’s takeover push — As United States President Donald Trump seeks control of Greenland, the island’s growing Southeast Asian migrant community faces uncertainty. In part one of this series, CNA looks at how Filipino and Thai migrants a",REJECT,,No direct Trump‑Philippines relationship shown,REJECT,,No direct relationship between Donald Trump and the Philippines,AffiliatedWith,0.6,Filipino migrants in Greenland affected by Trump's takeover push,REJECT,,No direct relationship evident in source.
180,c8010838-d479-45fd-9735-2c8d993c0f2a,S4_top,Pentagon,Persian Gulf,0.5927,2,"Pentagon puts out call for robot boats that launch attack drones — The Pentagon has put out a solicitation for drone boats that can launch attack drones — and it wants them ready to test within 120 days. co_mentioned: DIU, Defense Department, Prize Challenge, SWAP - USV, UAS, us - navy",REJECT,,No directed link between Pentagon and Persian Gulf.,LocatedIn,0.85,Pentagon solicits drone boats for the Persian Gulf,OperatesIn,0.6,Pentagon seeks robot boats for Persian Gulf operations,REJECT,,No direct relationship between Pentagon and Persian Gulf shown
181,cbb77c3c-cdbb-41bf-8a87-2543d5a36a47,S4_top,Mediterranean,Middle East,0.5743,2,"Houthis set to further muddy the already troubled Middle East water — <p>This is getting very messy indeed – a drone of some sort yesterday hit an LNG tanker in the Egyptian port of Damietta, at the northern mouth of the Suez Canal and on the Mediterranean coast, potentially dragging the wider Middl",REJECT,,Mediterranean and Middle East merely co‑mentioned.,REJECT,,Mere co-mention of Mediterranean and Middle East in a news article,REJECT,,Geographic co-mention without causal or operational link,REJECT,,"Only geographic co‑mention, no directed link"
182,cd071f8e-cd69-42b6-9f0d-c2e317011b50,S4_top,Donald Trump,Mark Carney,0.5534,2,"Canada evaluating 'all options' after fresh US tariffs threat — US President Donald Trump has imposed a 50 per cent tariff on many Canadian goods, with Canadian Prime Minister Mark Carney saying, ""the first objective is to get a comprehensive agreement."" co_mentioned: Canada, United States",REJECT,,Trump and Carney only co‑mentioned in tariff context.,HostileTo,0.85,US President Donald Trump imposes 50% tariff on Canadian goods,HostileTo,0.8,"Trump imposes tariffs on Canada, affecting Carney as PM",HostileTo,0.6,Trump's tariffs provoke Carney's response
183,cd503599-8b60-4b34-8c87-4c263d5ba832,S4_top,Saudi Arabia,United Nations,0.85,3,وزير الصحة والبيئة د. علي شيبان : لم نتمكن من توفير أجهزة الغسيل الكلوي جراء الحصار المستمر والمفروض علينا من قبل العدو السعودي وزير الصحة: طالبنا الأمم المتحدة بنقل احتياجات مراكز الغسيل عبر طائراتها لكنها لم تقم بواجبها الإنساني وزير الصحة: هناك ممارسات تعسفية للعدو السعودي حيث يتم احتجاز الأدوية ,InvolvedIn,0.6,Saudi Arabia requests UN assistance for medical aid.,PartyTo,0.85,Saudi Arabia accuses UN of not fulfilling humanitarian obligations,REJECT,,Allegations made; no evidence of actual relationship or action,HostileTo,0.6,Saudi complaint of UN inaction shows hostility
184,d28b682c-3483-4e30-bbd9-77bc40acd425,S4_top,Israel,the Israeli Army,0.6351,3,"زامير يعارض تجميد اعتقال الحريديم الفارين من التجنيد — صعّد رئيس أركان الجيش الإسرائيلي إيال زامير اعتراضه على مشروع قانون تدفع به الحكومة الإسرائيلية لتجميد اعتقال اليهود المتشددين (الحريديم) الفارين من الخدمة العسكرية. co_mentioned: Eyal Zamir, Hardim",LeaderOf,0.7,Israel leads its national army.,REJECT,,Mere co-mention of Israel and the Israeli Army in a news article,LeaderOf,0.9,Israel's government oversees the Israeli Army,PartOf,0.85,Israeli Army is part of the Israeli state
185,d35b5d61-aae4-4f5b-b7f5-969f9ffee5b8,S4_top,Genoa,Morandi,0.6346,3,"Italian court convicts 32 over deadly 2018 Genoa Bridge collapse — An Italian court on Thursday sentenced 32 defendants, including former motorway operator Autostrade chief Giovanni Castellucci, for their roles in the 2018 collapse of Genoa's Morandi bridge which killed 43 people. Castellucci was am",PartOf,0.9,Morandi bridge is part of Genoa.,REJECT,,Mere co-mention of Genoa and Morandi in a news article,LocatedIn,0.9,Morandi bridge is located in Genoa,REJECT,,Bridge location does not create directed A→B link
186,d6b1535e-a263-4a02-bcc0-00204a8b64b1,S4_top,Europe,Serbia,0.7862,3,"**Из-за жары в Европе обмелел Дунай. На поверхности реки показались затонувшие немецкие корабли времен Второй мировой. Фотографии** Рекордная жара в Европе привела к тому, что уровень воды в Дунае снизился до минимальных показателей за последние 30 лет. Обмеление реки не только привело к снижению су",PartOf,0.9,Serbia is geographically part of Europe.,LocatedIn,0.85,Europe's Danube River level affects Serbia,PartOf,0.6,Serbia is part of the European continent,REJECT,,Heat impact in Europe unrelated to Serbia
187,d981487d-e0c5-4760-87a2-6660c4cd26fe,S4_top,Masoud Pezeshkian,Modi,0.5903,2,"Prime Minister Narendra Modi spoke with Iranian President Masoud Pezeshkian over the phone on Tuesday. During the call, Pezeshkian briefed Modi on the recent developments in West Asia and the way forward. Modi welcomed the understanding reached and repeated India's consistent position that all issue",InvolvedIn,0.6,Modi and Pezeshkian held diplomatic phone call.,AlliedWith,0.85,Iranian President Masoud Pezeshkian speaks with Indian Prime Minister Modi,AffiliatedWith,0.8,Iranian President spoke with Indian PM on diplomatic matters,InvolvedIn,0.6,Phone call indicates diplomatic involvement
188,dadf2619-787f-410a-a8f3-ecf62a57c7fd,S4_top,India,Scotland,0.6353,2,"The Indian embassy in Scotland on Sunday said it took note of the depiction of an incorrect map of India at a restaurant in Glasgow ""with concern"" after boxer Lovlina Borgohain raised the matter during a visit to the eatery. Borgohain had expressed her ""hurt"" by the incorrect depiction, with the Nor",InvolvedIn,0.6,India raised map issue with Scottish authorities.,LocatedIn,0.85,Indian embassy in Scotland notes incorrect map of India,REJECT,,Diplomatic note over map error; no substantive relationship,REJECT,,Map complaint is a simple diplomatic note
189,e04747a6-e149-4750-888d-295c376612b8,S4_top,Judit Polgar,Peter Magyar,0.6346,3,Hungary PM Magyar proposes chess grandmaster Judit Polgar for president — Hungarian Prime Minister Peter Magyar will meet with former chess champion Judit Polgar on Monday to ask her if she will serve as the country's next president. Hungarian lawmakers last week passed an amendment removing the cur,InvolvedIn,0.6,Magyar proposes Polgar for Hungarian presidency.,LeaderOf,0.85,Hungarian Prime Minister Peter Magyar proposes Judit Polgar as president,AffiliatedWith,0.8,Hungarian PM proposed Polgar for presidency,InvolvedIn,0.6,PM seeks Polgar for presidential role
